side,m1_previous_body_bucket,m1_previous_range_bucket,m1_previous_volume_bucket,directional_alignment,horizon_minutes,sample_size,sample_status,success_rate,avg_mfe_atr,avg_mae_atr,avg_return_atr,median_return_atr
DOWN,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,593,ADEQUATE,0.5784148397976391,3.6532400938283516,2.4748383470595168,0.6581733503594944,0.25557046979877335
UP,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,588,ADEQUATE,0.4931972789115646,3.5677111816141505,3.527801214114533,-0.06699819299157064,-0.014239970696491161
DOWN,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,579,ADEQUATE,0.5077720207253886,3.840291837386033,3.1894421112523093,0.23892325310243223,0.03481254781946261
UP,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,547,ADEQUATE,0.45521023765996343,3.0989593862285822,3.183987689556928,-0.3681917109053783,-0.6503452605149665
UP,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,546,ADEQUATE,0.5201465201465202,3.1077005195988923,2.9091509014400327,0.31480306133099245,0.216203751587431
UP,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,514,ADEQUATE,0.490272373540856,3.0444126145659434,2.862901376341885,-0.04068856813727959,0.008251287986366953
UP,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,504,ADEQUATE,0.5119047619047619,3.01124548876319,3.292540333314725,-0.14205613162534494,0.10355126883948669
DOWN,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,484,ADEQUATE,0.5681818181818182,3.2622527995510358,2.527989397355882,0.40511464743081194,0.5566990291263951
DOWN,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,455,ADEQUATE,0.5362637362637362,3.9246120134969456,3.288563407939413,0.27341280674956836,0.12124127976895746
DOWN,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,455,ADEQUATE,0.5318681318681319,3.141585388437755,3.00249429290072,-0.07653147112388746,0.2559934985777233
UP,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,447,ADEQUATE,0.5123042505592841,3.483252671481268,2.9985809238837646,0.5470100363047076,0.6012689116643342
UP,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,374,ADEQUATE,0.4893048128342246,2.9303252225042744,3.2569254732239847,-0.3263606912627152,0.10761431610795087
DOWN,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,361,ADEQUATE,0.5457063711911357,3.359399585772755,2.527885286127521,0.44817229995417945,0.2567474048441705
DOWN,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,357,ADEQUATE,0.5602240896358543,3.168546494551922,2.584801670342715,0.2857939441829055,0.2286931818182011
DOWN,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,350,ADEQUATE,0.5028571428571429,3.8045001081085443,3.3328651182873856,0.061947763267048706,-0.16491951213735148
UP,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,335,ADEQUATE,0.5044776119402985,3.013746741662339,2.885345827465041,0.19090371744781348,0.014018691588667734
DOWN,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,317,ADEQUATE,0.5709779179810726,3.628582693873567,2.8436536309082387,0.41515682564993284,0.3808110781405762
UP,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,306,ADEQUATE,0.5065359477124183,3.3252611987052263,3.077504355831426,0.046256799370402016,-0.12300953487251767
UP,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,279,ADEQUATE,0.4551971326164875,3.495201446617244,3.1496352761111495,0.3764755686313514,-0.2051783097216838
DOWN,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,236,ADEQUATE,0.5805084745762712,3.4530770197987657,2.926918116627555,0.38420867486770327,0.5462662430914718
UP,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,235,ADEQUATE,0.49361702127659574,3.073191417687787,3.111658342620826,-0.04949679013871634,0.011618257260608418
UP,SMALL_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,222,ADEQUATE,0.5,3.1574655361279915,3.0815083784563693,-0.0014510561957119489,0.07778637770889614
DOWN,SMALL_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,218,ADEQUATE,0.5321100917431193,3.4130786109273905,2.784874434491113,0.07200684568471429,0.14489934078918476
DOWN,SMALL_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,213,ADEQUATE,0.5727699530516432,3.7800777698922694,2.738618518388898,0.6999641424090634,0.6365718024204513
UP,SMALL_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,211,ADEQUATE,0.5260663507109005,3.0708201518555294,2.831003428835726,0.12004446877137821,0.15581014729957013
DOWN,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,208,ADEQUATE,0.46153846153846156,3.518297516471847,3.9501334906863947,-0.5439552717221787,-0.3570397498939059
UP,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,205,ADEQUATE,0.4975609756097561,3.965576836492843,2.9755778698476223,0.9870383909677425,0.19633813790399612
UP,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,183,INSUFFICIENT_SAMPLE,0.4972677595628415,2.8312426042591423,2.9628325399830397,0.044968690012006624,-0.05845511482249425
UP,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,182,INSUFFICIENT_SAMPLE,0.521978021978022,3.147492202997701,2.714348067705613,-0.03712363799640889,-0.1593049171829917
UP,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,175,INSUFFICIENT_SAMPLE,0.5257142857142857,3.2644319805517235,3.3099698928888452,-0.033648641656518416,-0.12168344007292846
UP,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,173,INSUFFICIENT_SAMPLE,0.41040462427745666,2.6052661812885183,3.508760861983486,-0.6402163039960598,-0.38342220067866684
DOWN,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,167,INSUFFICIENT_SAMPLE,0.592814371257485,3.3496905230540492,2.4039446814217422,0.45964114308109705,0.6927389963554295
DOWN,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,165,INSUFFICIENT_SAMPLE,0.503030303030303,3.4658357146126493,2.9566429647959938,0.2693135164073267,0.40735068912756356
DOWN,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,165,INSUFFICIENT_SAMPLE,0.6,3.801958490062391,2.4618315437222016,0.7757420615879339,0.7754834480498624
DOWN,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,164,INSUFFICIENT_SAMPLE,0.524390243902439,3.9249252442295326,3.184163643089311,0.6491379214729395,0.07071586915728319
UP,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,159,INSUFFICIENT_SAMPLE,0.4716981132075472,2.9882241787309622,3.1786375186634594,-0.025664171953463565,-0.214604236343448
DOWN,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,158,INSUFFICIENT_SAMPLE,0.6075949367088608,3.6755086943619775,2.7359002204560956,0.2262980754599065,0.24770214043987382
UP,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,148,INSUFFICIENT_SAMPLE,0.5135135135135135,3.104310748286028,2.9555553810347366,0.006999791845581323,0.2895855258483042
DOWN,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,136,INSUFFICIENT_SAMPLE,0.4411764705882353,3.3146561167990174,4.013919962163154,-0.9835405495800211,-0.5911903522718461
UP,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,133,INSUFFICIENT_SAMPLE,0.556390977443609,4.244883850598096,3.1641437593136112,0.874043969967948,0.5901960784313489
UP,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,128,INSUFFICIENT_SAMPLE,0.5,3.6498980066903135,3.1917615666365764,0.19537040549383836,-0.39013315767174395
DOWN,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,127,INSUFFICIENT_SAMPLE,0.6220472440944882,3.8737056937221417,2.6702331514770337,0.7701231231003323,0.5214541120381344
DOWN,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,127,INSUFFICIENT_SAMPLE,0.5748031496062992,3.3748903778192294,2.730679045171867,0.4359348722378656,0.43583902809449476
UP,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,117,INSUFFICIENT_SAMPLE,0.5042735042735043,2.9209795528520335,2.885682872771973,-0.40125111058905016,-0.08732943469777446
UP,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,116,INSUFFICIENT_SAMPLE,0.47413793103448276,3.3119796426625787,3.3403695698156053,-0.03946880201941974,-0.3980295691112675
UP,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,114,INSUFFICIENT_SAMPLE,0.4473684210526316,3.084560180587562,3.1711332552815445,-0.2694957000206657,-0.2914561485853709
DOWN,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,113,INSUFFICIENT_SAMPLE,0.5398230088495575,3.761442123155949,3.3089307895411078,0.19566817516972201,0.1130932346012557
DOWN,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,113,INSUFFICIENT_SAMPLE,0.5309734513274337,3.0267980947272006,2.7363040711497777,0.1311228258811747,0.38088594349482924
DOWN,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,105,INSUFFICIENT_SAMPLE,0.38095238095238093,3.221621371308508,3.7115240803511953,-0.8760424366267127,-1.1248131539613742
UP,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,104,INSUFFICIENT_SAMPLE,0.6153846153846154,4.300962103879444,2.6064910663358773,1.0246804209945704,0.6109798943378807
UP,STRONG_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,102,INSUFFICIENT_SAMPLE,0.5490196078431373,2.856132483305247,2.62497312070876,0.1973302185408075,0.19826947615468676
DOWN,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,99,INSUFFICIENT_SAMPLE,0.5454545454545454,3.0487198014854573,2.609033910596695,0.20800088974816994,0.39392981346836997
DOWN,STRONG_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,99,INSUFFICIENT_SAMPLE,0.5252525252525253,3.3574300234061547,3.039414688789815,0.044264005329788185,0.37745098039230524
UP,STRONG_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,96,INSUFFICIENT_SAMPLE,0.5208333333333334,3.096188895954601,2.7717929952655567,0.15634780395847953,0.09426008555945464
UP,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,94,INSUFFICIENT_SAMPLE,0.5,3.2465560646779634,3.3839926133227083,-0.1396593186457267,0.10871304189169033
DOWN,STRONG_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,88,INSUFFICIENT_SAMPLE,0.5227272727272727,3.2515398370905357,2.6499537931792188,0.3304984414574177,0.35663469872302633
DOWN,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,87,INSUFFICIENT_SAMPLE,0.4482758620689655,2.6787710535310154,3.3585022728542513,-0.7280930327688474,-0.665873959571272
DOWN,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,86,INSUFFICIENT_SAMPLE,0.5,3.3486444693857362,2.918128075723551,-0.018565769306421627,-0.40826472931442725
UP,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,85,INSUFFICIENT_SAMPLE,0.5176470588235295,3.6323630932764814,2.8895211802074248,0.26298278991283414,-0.09574784418693201
DOWN,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,83,INSUFFICIENT_SAMPLE,0.4819277108433735,2.9281121308188096,3.6221631902590765,-0.7317971434564263,0.3374066530889302
UP,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,75,INSUFFICIENT_SAMPLE,0.4666666666666667,2.4643927348232157,3.496648297293411,-0.39649953161465684,0.025104602510245076
UP,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,73,INSUFFICIENT_SAMPLE,0.4657534246575342,2.7790732299539944,3.921767772389293,-0.7956402174051049,-0.4370507291026142
UP,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,71,INSUFFICIENT_SAMPLE,0.4084507042253521,2.8895877992865726,3.594231383663316,-0.5383986758388644,-0.21685106382974922
UP,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,71,INSUFFICIENT_SAMPLE,0.4647887323943662,3.069340225094193,3.7271255906848766,-0.33836308295526735,0.035507246377127176
UP,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,71,INSUFFICIENT_SAMPLE,0.5211267605633803,3.473432117886049,3.1251166786349125,0.42517115493427904,-0.04437400950867635
DOWN,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,66,INSUFFICIENT_SAMPLE,0.5151515151515151,3.426422555211375,2.928471815400001,0.45492250215648317,0.592072430622098
DOWN,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,64,INSUFFICIENT_SAMPLE,0.515625,3.032534942545598,3.2656823079711756,0.02000883834019851,0.10977246685219995
DOWN,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,62,INSUFFICIENT_SAMPLE,0.532258064516129,3.471914715213132,3.1955580792486504,-0.1391360427444912,0.3069581120747694
UP,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,61,INSUFFICIENT_SAMPLE,0.5245901639344263,4.165786377553841,2.7067365329587214,1.3027120917104849,0.955875522526736
UP,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,60,INSUFFICIENT_SAMPLE,0.5166666666666667,3.083056756819677,2.7722808789824915,0.11089839411031847,-0.22040136156282708
DOWN,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,56,INSUFFICIENT_SAMPLE,0.5178571428571429,3.455036266822007,3.734756713403867,-0.09823936596045175,-0.394086762856523
DOWN,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,54,INSUFFICIENT_SAMPLE,0.6111111111111112,3.6767749142075323,3.1530404398258915,-0.19104225247623313,-0.3608110785458261
DOWN,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,52,INSUFFICIENT_SAMPLE,0.46153846153846156,3.701221668788484,3.7864974863414456,-0.037584096233823874,-0.6354947952029008
UP,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,50,INSUFFICIENT_SAMPLE,0.44,2.8216693485557998,3.2370525693191126,0.0058545562915347515,0.13246045003743928
UP,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,47,INSUFFICIENT_SAMPLE,0.425531914893617,3.422731279975499,3.681373051635791,-0.41913857343572003,-0.9892125134839755
DOWN,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,42,INSUFFICIENT_SAMPLE,0.6190476190476191,3.4538438846491752,2.7054026123328194,0.3774259927780583,-0.16815064492556536
DOWN,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,40,INSUFFICIENT_SAMPLE,0.5,3.325245579242111,2.759129772135351,0.4971842375883561,-0.5064720915679052
UP,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,39,INSUFFICIENT_SAMPLE,0.5641025641025641,4.289007307427994,3.5401462588158448,0.7108223364313435,0.6174016686535028
DOWN,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,35,INSUFFICIENT_SAMPLE,0.34285714285714286,2.8732373705955463,3.965375453915434,-0.9703830764257825,-0.8285077951004983
DOWN,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,24,INSUFFICIENT_SAMPLE,0.625,3.6011572562642677,2.604869774325767,0.4278443129472455,-0.26811757152059074
UP,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,24,INSUFFICIENT_SAMPLE,0.5833333333333334,3.358375215688456,2.620798845787153,1.056206325275192,1.2904834297662324
UP,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,24,INSUFFICIENT_SAMPLE,0.5,2.991908243125556,2.317005090513902,0.8123625003966503,1.0575262791602593
UP,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,23,INSUFFICIENT_SAMPLE,0.6086956521739131,3.606403997951931,2.956503939429544,0.05419321696668383,0.4508050089447282
DOWN,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,22,INSUFFICIENT_SAMPLE,0.5,2.7785161087882853,2.8719135947436425,0.0563536617364782,-0.14074423418877907
DOWN,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,22,INSUFFICIENT_SAMPLE,0.5,2.6529375141318776,3.2306041317800562,-0.6801642884519897,-0.22609424811856152
DOWN,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,21,INSUFFICIENT_SAMPLE,0.6666666666666666,4.507785557952319,1.9345869971944043,1.9684525835762574,1.9466776045942542
DOWN,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,20,INSUFFICIENT_SAMPLE,0.65,5.071256388567603,2.658395798342753,0.67482827998926,0.1909299020871552
UP,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,20,INSUFFICIENT_SAMPLE,0.35,8.237385275493835,3.659207413415875,4.1260473831696185,-0.4183705232692947
UP,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,19,INSUFFICIENT_SAMPLE,0.42105263157894735,2.12125286180328,4.443105139892312,-1.5618859782737096,-0.6028450595924216
DOWN,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,18,INSUFFICIENT_SAMPLE,0.4444444444444444,2.8185003546723224,2.579573102960557,-0.18939570376542764,0.30446609786355744
DOWN,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,15,INSUFFICIENT_SAMPLE,0.4,2.720338991194033,3.3755878313042844,-1.0101973524291217,-1.7167300380227928
UP,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,15,INSUFFICIENT_SAMPLE,0.5333333333333333,6.786540168389542,2.0870199411020027,3.4004656481740247,0.07461360810095131
DOWN,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,14,INSUFFICIENT_SAMPLE,0.5714285714285714,3.8678395114015367,2.8921684176118196,0.18685020955214737,0.9716166869737237
UP,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,14,INSUFFICIENT_SAMPLE,0.5714285714285714,3.730812279873902,2.2449872358482894,1.3956375348726422,2.376583321691526
UP,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,14,INSUFFICIENT_SAMPLE,0.35714285714285715,2.4093599373409624,3.406010227892764,-1.162705253590153,-0.960738059163966
UP,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,13,INSUFFICIENT_SAMPLE,0.38461538461538464,2.8192800779328047,3.297612689799482,-0.31338443757146656,0.30804597701108377
DOWN,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,10,INSUFFICIENT_SAMPLE,0.5,3.2230791680529145,3.0580926605602534,1.2507137337092462,0.03759219419671328
UP,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,10,INSUFFICIENT_SAMPLE,0.4,3.655555475012889,4.475133210174937,0.419218889291443,-0.6487321373846432
UP,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,10,INSUFFICIENT_SAMPLE,0.4,4.240970948545555,4.712346864892967,-2.0861925200905627,-2.2843533251733623
UP,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,8,INSUFFICIENT_SAMPLE,0.625,3.848278755450728,2.0103264801290264,2.3055380871234448,0.9494814423984191
DOWN,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,7,INSUFFICIENT_SAMPLE,0.5714285714285714,4.163368082260858,3.0830790944712687,0.05628632848616706,-0.09690286250588735
DOWN,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,6,INSUFFICIENT_SAMPLE,0.5,2.6342287608856223,10.048137596857783,-5.010201299245874,-0.8049636154301767
DOWN,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,6,INSUFFICIENT_SAMPLE,0.5,1.6355126405310614,1.87730788852456,-0.9390952852230052,-1.3697058080387317
UP,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,6,INSUFFICIENT_SAMPLE,0.5,2.121368452448976,4.085840245045452,-1.2632607668825229,0.5594108013361786
DOWN,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,5,INSUFFICIENT_SAMPLE,0.4,1.70003518483901,1.3979372446979754,0.5864846616584396,0.2695763799743399
DOWN,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,5,INSUFFICIENT_SAMPLE,1.0,3.020084584520883,0.6437008738255776,2.0016496016167,1.782974200405895
UP,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,5,INSUFFICIENT_SAMPLE,0.2,2.735722156864944,7.368200798634734,-4.6610325687603975,-3.385120350109428
UP,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,5,INSUFFICIENT_SAMPLE,0.6,3.474241866059257,1.3902006630872072,0.7220209973452906,-0.9987082937291211
DOWN,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,4,INSUFFICIENT_SAMPLE,0.25,2.4666976876312265,3.8309434480057867,-1.0244309772767484,-2.389389645253952
UP,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,4,INSUFFICIENT_SAMPLE,0.75,4.83259012215027,0.792215950955271,2.497747488881326,2.101636647972919
UP,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,3,INSUFFICIENT_SAMPLE,0.3333333333333333,1.7442340893173087,3.162308852726724,-2.5901036767803105,-2.2443201925118195
UP,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,30,3,INSUFFICIENT_SAMPLE,0.0,1.2487293551859227,5.2776157747497345,-1.7731398215435956,-2.140023337223143
DOWN,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,2,INSUFFICIENT_SAMPLE,0.5,2.3184359262829846,3.863120781099582,-0.7966597021322261,-0.7966597021322261
DOWN,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,30,1,INSUFFICIENT_SAMPLE,1.0,8.700826446280866,1.622148760330629,6.421487603305786,6.421487603305786
DOWN,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,1,INSUFFICIENT_SAMPLE,0.0,3.8852586542201717,5.11863088292502,-4.198366394399118,-4.198366394399118
DOWN,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,1,INSUFFICIENT_SAMPLE,1.0,1.9922986773815952,0.21094927172267186,1.2656956303366707,1.2656956303366707
DOWN,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,30,1,INSUFFICIENT_SAMPLE,0.0,1.072173215717658,3.9911788291904466,-3.839615076182982,-3.839615076182982
DOWN,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,30,1,INSUFFICIENT_SAMPLE,1.0,6.90344827586153,1.3517241379310474,3.93103448275846,3.93103448275846
DOWN,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,30,1,INSUFFICIENT_SAMPLE,1.0,2.01466294686298,0.4577953675468724,1.3788360474923194,1.3788360474923194
DOWN,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,30,1,INSUFFICIENT_SAMPLE,1.0,8.583840139009451,1.7515204170287764,6.241529105125931,6.241529105125931
UP,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,30,1,INSUFFICIENT_SAMPLE,0.0,-0.3847034577511744,10.155713304327772,-9.246622395237015,-9.246622395237015
UP,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,30,1,INSUFFICIENT_SAMPLE,0.0,0.8463251670379054,9.089086859688114,-7.928730512249349,-7.928730512249349
UP,MEDIUM_BODY,UNKNOWN,UNKNOWN,UNKNOWN_CONTEXT,30,1,INSUFFICIENT_SAMPLE,0.0,1.5738375063873138,9.823709759836584,-6.951967296883097,-6.951967296883097
UP,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,30,1,INSUFFICIENT_SAMPLE,0.0,1.3695395513577842,9.164108618654007,-6.694214876032968,-6.694214876032968
UP,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,30,1,INSUFFICIENT_SAMPLE,0.0,0.4704948399048989,2.0338713945487434,0.07038899179696038,0.07038899179696038
