side,m1_previous_color,m5_color,m15_color,h1_color,m1_previous_body_bucket,m1_previous_range_bucket,directional_alignment,horizon_minutes,sample_size_train,sample_status_train,success_rate_train,avg_mfe_atr_train,avg_mae_atr_train,avg_return_atr_train,median_return_atr_train,sample_size_test,sample_status_test,success_rate_test,avg_mfe_atr_test,avg_mae_atr_test,avg_return_atr_test,median_return_atr_test,candidate_status
UP,RED,GREEN,GREEN,GREEN,SMALL_BODY,LOW_RANGE,FULL_ALIGNMENT,15,202.0,ADEQUATE,0.4801980198019802,2.1465895827039256,2.213431947407397,-0.22829429381112407,-0.2508990712415307,94.0,ADEQUATE,0.5,1.9141392657076592,1.9083491525875724,-0.13155901647001578,-0.301070623971619,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,SMALL_BODY,LOW_RANGE,FULL_ALIGNMENT,30,202.0,ADEQUATE,0.4752475247524752,3.103984652021181,3.2552628768361593,-0.1478643167458734,0.09493217278071486,94.0,ADEQUATE,0.425531914893617,2.6643275288510706,2.7460200577046145,-0.10008565192509246,-0.4475899371639265,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,SMALL_BODY,LOW_RANGE,FULL_ALIGNMENT,60,202.0,ADEQUATE,0.4504950495049505,4.58188675922863,4.756442087316124,-0.20772912488539533,-0.5365343160939342,94.0,ADEQUATE,0.46808510638297873,3.97419889533864,4.351797157990958,-0.03960010836703291,0.053338365485648416,NOT_STABLE
UP,GREEN,RED,RED,RED,MEDIUM_BODY,EXPANSION_RANGE,NO_ALIGNMENT,5,180.0,INSUFFICIENT_SAMPLE,0.4722222222222222,1.2633715165767754,1.3418308238594618,-0.11990932778659114,-0.09424978719480781,94.0,ADEQUATE,0.5531914893617021,1.3016627364985038,1.0048748717417098,0.20751588470874074,0.16390770899261983,NOT_STABLE
UP,GREEN,RED,RED,RED,MEDIUM_BODY,EXPANSION_RANGE,NO_ALIGNMENT,15,180.0,INSUFFICIENT_SAMPLE,0.45555555555555555,2.2977137763257818,2.286328560618559,0.1506614608601876,-0.38130114243819546,94.0,ADEQUATE,0.5212765957446809,2.391118274063794,1.7656552318320462,0.4799292097883159,0.03432925254393652,NOT_STABLE
UP,GREEN,RED,RED,RED,MEDIUM_BODY,EXPANSION_RANGE,NO_ALIGNMENT,30,180.0,INSUFFICIENT_SAMPLE,0.40555555555555556,3.0608815073967355,3.4383412067178605,-0.22383193006914257,-0.6792929031857039,94.0,ADEQUATE,0.5,3.365705693593161,2.760088868843541,0.6862395952960479,0.42195953893193716,NOT_STABLE
UP,GREEN,RED,RED,RED,MEDIUM_BODY,EXPANSION_RANGE,NO_ALIGNMENT,60,180.0,INSUFFICIENT_SAMPLE,0.4222222222222222,4.120130851871906,5.058599262138925,-0.34649052739639064,-0.39451706495275485,94.0,ADEQUATE,0.5531914893617021,4.546296903629676,3.8110812076506573,0.425547085079514,1.0052692376708872,NOT_STABLE
UP,RED,RED,RED,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,247.0,ADEQUATE,0.5303643724696356,1.2425620221755946,1.0993077446463955,0.03424554693878308,0.1499553704253337,93.0,ADEQUATE,0.5483870967741935,1.3838533060841867,1.1375999207343737,0.0693765677643777,0.12595419847325054,NOT_STABLE
UP,RED,RED,RED,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,247.0,ADEQUATE,0.5141700404858299,2.2227436582526514,2.3521229125363745,-0.19021518193758533,0.15668481548693663,93.0,ADEQUATE,0.6021505376344086,2.425163968954517,1.825517642128409,0.4341871224705962,0.1092973740240336,NOT_STABLE
UP,RED,RED,RED,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,247.0,ADEQUATE,0.4979757085020243,3.063869196969814,3.434219304886959,-0.21989906512448862,0.026101141924936122,93.0,ADEQUATE,0.5161290322580645,2.9752363532734263,2.9433698454246664,-0.41185838169881134,-0.4619799139166152,NOT_STABLE
UP,RED,RED,RED,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,247.0,ADEQUATE,0.4574898785425101,4.040647347975236,5.036835234871253,-0.6456343175798934,-0.22126715652294812,93.0,ADEQUATE,0.43010752688172044,4.041327512666686,4.4566196973777945,-0.5545701096767073,-0.7078189300408926,NOT_STABLE
DOWN,GREEN,GREEN,GREEN,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,242.0,ADEQUATE,0.6074380165289256,1.5622894036964023,0.9689784152028099,0.2523721493193392,0.22198981175901078,93.0,ADEQUATE,0.4946236559139785,1.4805091370087202,1.0929622235033123,0.22671805775293652,0.16740088105731815,NOT_STABLE
DOWN,GREEN,GREEN,GREEN,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,242.0,ADEQUATE,0.5785123966942148,3.7046396681408993,2.6026652417176854,0.6205855732780491,0.6564799175567176,93.0,ADEQUATE,0.5483870967741935,3.4289687952524863,3.018644947945164,-0.09624364321162093,-0.07829181494637866,NOT_STABLE
DOWN,GREEN,GREEN,GREEN,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,242.0,ADEQUATE,0.5785123966942148,5.2704973652392475,4.408387599446082,-0.06813664406570168,-0.2206642455193532,93.0,ADEQUATE,0.5698924731182796,4.937105250680898,4.742566067028899,0.008188884481423714,0.3584491587422364,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,FULL_ALIGNMENT,5,202.0,ADEQUATE,0.5198019801980198,1.2703894024286402,1.214047441351769,-0.0634407812601198,-0.16605923418498475,93.0,ADEQUATE,0.44086021505376344,1.3061615901632753,1.27427914535469,0.03130542081766754,-0.13713450292398857,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,FULL_ALIGNMENT,30,202.0,ADEQUATE,0.46534653465346537,2.8344299511067494,3.340442836485705,-0.3737533221627378,-0.34013344501220755,93.0,ADEQUATE,0.43010752688172044,3.041306767893398,3.128349260540538,-0.2210994209961994,-0.664824120603112,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,FULL_ALIGNMENT,60,202.0,ADEQUATE,0.4752475247524752,4.06053069722711,4.935767651512735,-0.3282550487473198,-0.2512153579422348,93.0,ADEQUATE,0.4838709677419355,4.954042707800139,4.781784392956692,-0.08063541680796948,-0.2672024108488984,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,5,195.0,INSUFFICIENT_SAMPLE,0.5743589743589743,1.379902252022383,0.8939290368071927,0.18826342831919085,0.17834394904442585,93.0,ADEQUATE,0.5591397849462365,1.2530359610093595,0.9264433863579882,0.07839687854835842,-0.1540073336825867,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,195.0,INSUFFICIENT_SAMPLE,0.5794871794871795,2.4102095422808114,1.8489983910167602,0.32931885256930465,0.18861812559816804,93.0,ADEQUATE,0.6129032258064516,2.2384942264369734,1.681756221577044,0.30725834194614543,0.35524034672984295,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,195.0,INSUFFICIENT_SAMPLE,0.5641025641025641,3.1766938163541245,2.9045372081901895,-0.12775491819496593,0.07804619060261302,93.0,ADEQUATE,0.6236559139784946,3.086973201891965,2.414445898445456,0.6090735769385194,1.0993865030674221,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,195.0,INSUFFICIENT_SAMPLE,0.48717948717948717,4.422768004435966,4.752789433773788,-0.48238911992404837,-0.16894164193859545,93.0,ADEQUATE,0.5806451612903226,4.365703297966923,4.035931039710318,-0.15984365750945012,0.41198910081740275,NOT_STABLE
DOWN,RED,GREEN,RED,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,240.0,ADEQUATE,0.5416666666666666,1.3998098525041636,1.1317880156935987,0.06851065813767614,-0.022233236213669235,91.0,ADEQUATE,0.4835164835164835,1.2349494238567864,1.2141627095244525,-0.02008546259278358,-0.19209039548030313,NOT_STABLE
DOWN,RED,GREEN,RED,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,240.0,ADEQUATE,0.575,2.4039354692670565,2.0718825265160117,-0.09971020770813385,-0.033546103019251906,91.0,ADEQUATE,0.5494505494505495,2.3814403646359827,2.155858003605512,0.45218055070418306,0.37152334779278645,NOT_STABLE
DOWN,RED,GREEN,RED,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,240.0,ADEQUATE,0.55,3.4189333721133437,3.148070008395594,0.1727718151713932,0.28479726001652006,91.0,ADEQUATE,0.5384615384615384,3.273262930164022,3.039256168582472,0.15635802873970783,0.11903967989324253,NOT_STABLE
DOWN,RED,GREEN,RED,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,240.0,ADEQUATE,0.5375,5.223255394085112,4.5827622307465825,0.19476438897235898,-0.13206721915290603,91.0,ADEQUATE,0.5274725274725275,5.111120795949942,4.338177263304405,0.6762306950749102,0.1480244852530649,NOT_STABLE
UP,RED,RED,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,190.0,INSUFFICIENT_SAMPLE,0.5894736842105263,1.4615428150606171,0.9950818159939491,0.4504451782934999,0.29627974742817736,91.0,ADEQUATE,0.5054945054945055,1.326521558311492,1.0578450915162003,0.12254843564551254,0.10781078107813555,NOT_STABLE
UP,RED,RED,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,190.0,INSUFFICIENT_SAMPLE,0.5631578947368421,2.521334035746815,2.0296051965984776,0.4075439759883192,0.19480011272068148,91.0,ADEQUATE,0.43956043956043955,2.2425217076282182,2.0255201427396803,-0.03301075404804931,-0.4244921989990428,NOT_STABLE
UP,RED,RED,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,190.0,INSUFFICIENT_SAMPLE,0.5526315789473685,3.7570034958284864,2.909658601284706,0.724406276065424,0.2564429428635596,91.0,ADEQUATE,0.4945054945054945,3.1891236993062786,2.783813344530122,0.24532627693130465,-0.13695652173935458,NOT_STABLE
UP,RED,RED,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,190.0,INSUFFICIENT_SAMPLE,0.5526315789473685,5.512016996911916,4.321050453776509,1.1728862174283687,0.2548866001553232,91.0,ADEQUATE,0.4945054945054945,4.743522885311489,4.054430960614933,0.6268587793088448,0.17705510388420853,NOT_STABLE
DOWN,RED,GREEN,RED,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,226.0,ADEQUATE,0.5309734513274337,2.327458664999518,2.232618680302462,-0.17375706413922248,-0.15521948787182255,90.0,ADEQUATE,0.5777777777777777,2.3331038982392505,1.8265133391560961,0.17220169731758167,0.2701763482276345,NOT_STABLE
DOWN,RED,GREEN,RED,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,226.0,ADEQUATE,0.49557522123893805,3.2519545948632222,3.3126840081518414,-0.15094514874705653,0.11880007792248731,90.0,ADEQUATE,0.6111111111111112,3.2785498535254924,2.801354022314172,0.24790360266945172,0.7627128512439011,NOT_STABLE
DOWN,RED,GREEN,RED,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,226.0,ADEQUATE,0.5265486725663717,5.07526055229025,4.705521900864348,-0.07180394890927112,0.1315678758381397,90.0,ADEQUATE,0.6444444444444445,5.162179416724455,4.007666171519954,0.71223374217285,1.001811500947394,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,168.0,INSUFFICIENT_SAMPLE,0.5178571428571429,1.3657746110641449,1.1868021176147583,-0.025417814983511408,-0.035796088431532196,90.0,ADEQUATE,0.4888888888888889,1.3019287402572113,1.2422357415746565,-0.07162737720850645,0.08216283054864813,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,168.0,INSUFFICIENT_SAMPLE,0.5119047619047619,2.267347694241442,2.1544127775638295,0.20380688252199683,-0.16561638330418843,90.0,ADEQUATE,0.5222222222222223,1.9509480281628915,2.176678255055835,-0.2668910681307071,-0.18869306485496057,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,168.0,INSUFFICIENT_SAMPLE,0.5357142857142857,3.443358401690915,3.059271132311185,0.2500464871638862,0.24344660194151907,90.0,ADEQUATE,0.4666666666666667,2.787211276531364,3.030460461945968,-0.16649247852122925,0.21920889500217997,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,168.0,INSUFFICIENT_SAMPLE,0.5357142857142857,5.319114250524619,4.244159617928952,0.780850467804859,0.188566730844796,90.0,ADEQUATE,0.5,3.9266311175256874,4.802917244553792,-0.8569949843513859,-0.7611905590329128,NOT_STABLE
DOWN,GREEN,GREEN,GREEN,RED,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,230.0,ADEQUATE,0.6391304347826087,5.320553385564256,3.5020664822326553,1.258724363630301,1.210064479516919,89.0,ADEQUATE,0.4943820224719101,4.904714830580639,4.303362114190528,0.9657660420082649,0.08893232347918965,NOT_STABLE
UP,GREEN,RED,GREEN,RED,MEDIUM_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,226.0,ADEQUATE,0.5530973451327433,2.388521786279443,1.812976261515264,0.4412127051251612,0.07030810083007334,89.0,ADEQUATE,0.4943820224719101,2.0501209810595524,2.005312053375042,-0.09938002602580658,-0.31438127090320334,NOT_STABLE
UP,GREEN,RED,GREEN,RED,MEDIUM_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,226.0,ADEQUATE,0.5132743362831859,3.289054561375033,2.7190527699450464,0.44520114172813824,0.044734369652919964,89.0,ADEQUATE,0.39325842696629215,3.5760259026186914,3.3207911950185576,0.13130991058470892,-0.764230171072953,NOT_STABLE
UP,GREEN,RED,GREEN,RED,MEDIUM_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,226.0,ADEQUATE,0.5309734513274337,4.836338788900651,4.077221630488387,0.7216511565348567,0.33443197855412976,89.0,ADEQUATE,0.42696629213483145,4.562483050261959,4.860364516744975,-0.6693529921658414,-1.7421400264200342,NOT_STABLE
UP,GREEN,GREEN,RED,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,214.0,ADEQUATE,0.514018691588785,1.2303897260167949,1.0418014154421356,0.007718864827936559,-0.13592788038669712,89.0,ADEQUATE,0.5168539325842697,1.2329097304898986,1.1749892278992555,-0.15408247310486461,-0.1113149847095742,NOT_STABLE
UP,GREEN,GREEN,RED,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,214.0,ADEQUATE,0.5,2.159931644599758,1.9746633155229918,0.09254099394794142,-0.05041129908457886,89.0,ADEQUATE,0.4943820224719101,2.142565745256434,2.3349751294372076,-0.3406837029210622,-0.18877391031683954,NOT_STABLE
UP,GREEN,GREEN,RED,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,214.0,ADEQUATE,0.5046728971962616,3.231080950439994,3.4062416559085453,-0.1581202182750885,-0.09693821591574299,89.0,ADEQUATE,0.449438202247191,3.136490046779851,3.3284467226612975,-0.22170832198448762,-0.13461538461525588,NOT_STABLE
UP,GREEN,GREEN,RED,GREEN,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,214.0,ADEQUATE,0.48130841121495327,4.464843702290108,5.12654121003841,-0.5281750635674567,-0.33601722398696343,89.0,ADEQUATE,0.4606741573033708,4.810237624027591,5.359133277761868,-0.3876042167231183,-0.2795341098167355,NOT_STABLE
UP,GREEN,RED,GREEN,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,266.0,ADEQUATE,0.5789473684210527,1.4727154919096845,1.072027649433084,0.14765523234247846,0.1412617721517363,88.0,ADEQUATE,0.45454545454545453,1.1594861036549553,1.3305642149059238,-0.25707404834142994,-0.27588346556805465,NOT_STABLE
UP,GREEN,RED,GREEN,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,266.0,ADEQUATE,0.5601503759398496,2.3721112832785267,2.3636987087187866,-0.008070939250575443,0.2961735921619766,88.0,ADEQUATE,0.4431818181818182,1.8450536761285654,2.2790108254228785,-0.4650040820179476,-0.3304941907431094,NOT_STABLE
UP,GREEN,RED,GREEN,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,266.0,ADEQUATE,0.5075187969924813,3.25163825874835,3.575081696845718,-0.18184338111367895,0.22861769697091414,88.0,ADEQUATE,0.4772727272727273,3.0604673222328715,3.6187359399704944,-0.1867102656924671,-0.23436268940129762,NOT_STABLE
UP,GREEN,RED,GREEN,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,266.0,ADEQUATE,0.48120300751879697,4.564715133209653,5.407483586849494,-0.4514168601089402,0.16339311969289025,88.0,ADEQUATE,0.4659090909090909,4.509752923498606,4.922269757545481,-0.4609181110806761,-0.47375722612881166,NOT_STABLE
UP,RED,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,5,178.0,INSUFFICIENT_SAMPLE,0.5730337078651685,1.3342165713498846,1.0530443555907152,0.1860320569052571,0.31151699375542763,87.0,ADEQUATE,0.5057471264367817,1.3454789206470752,1.2369851549160582,-0.02047184155374437,0.07967860729832699,NOT_STABLE
UP,RED,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,15,178.0,INSUFFICIENT_SAMPLE,0.550561797752809,2.2611327872253146,1.8027275273315515,0.35457902692421694,0.28161988046939435,87.0,ADEQUATE,0.5517241379310345,2.307086879357498,1.9747636062529075,0.24506809809662303,0.22222222222221114,NOT_STABLE
UP,RED,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,30,178.0,INSUFFICIENT_SAMPLE,0.5224719101123596,3.263530101295162,2.6773162826168817,0.59358228886987,0.5007626968092678,87.0,ADEQUATE,0.5747126436781609,2.9897603770216845,2.849702290057966,0.08380842115068854,0.06959847036286362,NOT_STABLE
UP,RED,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,60,178.0,INSUFFICIENT_SAMPLE,0.5337078651685393,4.643250911361573,3.9424864328020472,0.6098490026805473,0.2445491498053004,87.0,ADEQUATE,0.5057471264367817,3.9122235525745346,4.098244826331578,-0.41193181987165856,-0.3364779874215817,NOT_STABLE
UP,GREEN,GREEN,RED,GREEN,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,255.0,ADEQUATE,0.5607843137254902,2.3854691775926518,1.7386957280833615,0.3874090183970877,0.16184971098268328,85.0,ADEQUATE,0.47058823529411764,2.1206529163536123,1.9391671446627747,0.15727313769260157,0.17277486910990508,NOT_STABLE
UP,GREEN,GREEN,RED,GREEN,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,255.0,ADEQUATE,0.47843137254901963,3.335837048844413,3.0129872376082174,-0.1806608150567121,-0.24821002386613872,85.0,ADEQUATE,0.49411764705882355,3.829807649835062,2.8646113006182485,0.7380053857995145,0.6966136834833025,NOT_STABLE
UP,GREEN,GREEN,RED,GREEN,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,255.0,ADEQUATE,0.4392156862745098,4.4047375497334995,4.693339042500739,-0.25882336091433833,-0.38151086581577187,85.0,ADEQUATE,0.5647058823529412,5.783054938039211,4.004648124742997,1.4836757959703213,0.7427513880324966,NOT_STABLE
DOWN,GREEN,RED,RED,GREEN,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,5,234.0,ADEQUATE,0.6025641025641025,1.4494488364426168,0.8897038786313928,0.17467008362397538,0.2165702261809253,85.0,ADEQUATE,0.5411764705882353,1.3088389129504303,1.009718723802047,0.176347153409184,0.26585643752374405,NOT_STABLE
DOWN,GREEN,RED,RED,GREEN,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,234.0,ADEQUATE,0.5811965811965812,2.530967123270349,1.7870176035196705,0.31384125511991573,0.2113453218860894,85.0,ADEQUATE,0.5411764705882353,2.361093389698886,1.8323222395130014,0.5858719487389481,0.4166909833675497,NOT_STABLE
DOWN,GREEN,RED,RED,GREEN,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,234.0,ADEQUATE,0.5512820512820513,3.671918622937364,2.72327880133438,0.5514265455736902,0.3547681539810287,85.0,ADEQUATE,0.5058823529411764,3.2428955027729356,3.16083764606242,0.49434676677807393,0.32266325224069126,NOT_STABLE
DOWN,GREEN,RED,RED,GREEN,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,234.0,ADEQUATE,0.5726495726495726,5.399187474779626,3.9284305470967307,0.9963363572276877,0.6075892755206094,85.0,ADEQUATE,0.5058823529411764,4.81154280575864,4.196412202571849,0.019075613880732777,0.1303083187898649,NOT_STABLE
UP,RED,RED,GREEN,RED,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,5,205.0,ADEQUATE,0.5951219512195122,1.1372156114991587,1.2280422441375785,-0.09890367276311475,0.08680947012399694,85.0,ADEQUATE,0.5294117647058824,1.519340757305779,1.0808744503377965,0.08905397366409164,0.24519436138406964,NOT_STABLE
UP,RED,RED,GREEN,RED,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,205.0,ADEQUATE,0.4975609756097561,1.9194168245966898,2.3415190431576205,-0.29202886320397997,-0.05937672874781527,85.0,ADEQUATE,0.6,2.4530617163725035,2.1610592173141714,-0.23608815639112435,0.0,NOT_STABLE
UP,RED,RED,GREEN,RED,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,205.0,ADEQUATE,0.4975609756097561,2.9171095879957663,3.479724737718832,-0.18397069383104298,0.02334630350245895,85.0,ADEQUATE,0.43529411764705883,3.2429950019431564,4.297051183164274,-1.3667210133026564,-1.2425723956372785,NOT_STABLE
UP,RED,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,158.0,INSUFFICIENT_SAMPLE,0.5443037974683544,1.2932487946497884,1.0571841257730203,0.07268766243118921,-0.0021235791473825354,85.0,ADEQUATE,0.6235294117647059,1.4712040721589648,0.930820227656241,0.34255086875763574,0.35403329065299,NOT_STABLE
UP,RED,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,158.0,INSUFFICIENT_SAMPLE,0.5443037974683544,2.1064756490494854,2.350303251711738,-0.09369757052229528,0.19650683093463817,85.0,ADEQUATE,0.611764705882353,2.3747733015064973,2.0660115982510314,-0.05059474428608292,0.6582360570687595,NOT_STABLE
UP,RED,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,158.0,INSUFFICIENT_SAMPLE,0.5063291139240507,3.085227885488365,3.2962077090158948,-0.18640686980525706,-0.1669065774580208,85.0,ADEQUATE,0.6352941176470588,3.5573621919321727,3.080783894426732,0.2310660233532954,1.095807428662497,NOT_STABLE
UP,RED,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,158.0,INSUFFICIENT_SAMPLE,0.4936708860759494,4.609207224404802,4.722234174717234,-0.05240751118896735,0.2358976782721808,85.0,ADEQUATE,0.5764705882352941,4.851162882587829,4.251915053397506,0.33805203315155774,-0.2181519956259196,NOT_STABLE
UP,RED,GREEN,RED,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,174.0,INSUFFICIENT_SAMPLE,0.4885057471264368,1.0208118982134613,1.1478517656954057,-0.08074713648628791,-0.055324546853126,84.0,ADEQUATE,0.5357142857142857,1.3845940537817276,0.9952703935006982,0.3531270187550702,0.2317776509454068,NOT_STABLE
UP,RED,GREEN,RED,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,174.0,INSUFFICIENT_SAMPLE,0.5229885057471264,1.8333487094390484,2.065008598481653,-0.06040758172274306,0.20469078109017297,84.0,ADEQUATE,0.6071428571428571,2.652379905036918,2.0275772428413803,0.4352831756810646,0.17553268097348734,NOT_STABLE
UP,RED,GREEN,RED,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,174.0,INSUFFICIENT_SAMPLE,0.5344827586206896,2.9329888047687014,3.081070575732024,0.20724653871327517,0.7826620200420815,84.0,ADEQUATE,0.5119047619047619,3.855951156049417,2.8556781110958958,0.8630222632534826,0.3652841281711716,NOT_STABLE
UP,RED,GREEN,RED,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,174.0,INSUFFICIENT_SAMPLE,0.5804597701149425,4.311104862354397,4.665310513835208,0.027841636184793163,0.7374713981130538,84.0,ADEQUATE,0.5119047619047619,5.229384879449821,4.335201759732549,0.9517402853643536,0.06299462556100816,NOT_STABLE
DOWN,RED,GREEN,RED,GREEN,MEDIUM_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,228.0,ADEQUATE,0.5263157894736842,2.174790722326261,1.8373755212035814,0.02796831155155991,-0.007829242169785089,82.0,ADEQUATE,0.5121951219512195,2.233431775043126,2.209464977696248,0.0038328791362397772,0.08150711769533414,NOT_STABLE
DOWN,RED,GREEN,RED,GREEN,MEDIUM_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,228.0,ADEQUATE,0.543859649122807,3.390478046859386,2.7562936440200265,0.27272617428075596,0.1996300692931885,82.0,ADEQUATE,0.5,3.219301346440146,3.41068738337887,-0.037289849110625654,-0.12405519999235853,NOT_STABLE
DOWN,RED,GREEN,RED,GREEN,MEDIUM_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,228.0,ADEQUATE,0.5570175438596491,5.166220846051564,3.9433337431256494,0.6593920477322732,-0.0035710912784758476,82.0,ADEQUATE,0.5121951219512195,4.932146970742954,4.816502543359587,0.46104143958653193,0.04044562618952532,NOT_STABLE
DOWN,GREEN,GREEN,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,169.0,INSUFFICIENT_SAMPLE,0.5976331360946746,1.5153030346458387,1.036580776139472,0.25405645136573646,0.2532027128862194,82.0,ADEQUATE,0.5121951219512195,1.3433369234702899,0.9711543901964517,0.24310067853303455,0.22625738108642715,NOT_STABLE
DOWN,GREEN,GREEN,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,169.0,INSUFFICIENT_SAMPLE,0.591715976331361,2.5578053969240813,1.9914961182653477,0.30014292063022047,0.41067897165473055,82.0,ADEQUATE,0.5365853658536586,2.5248583481477986,1.8482212865051353,0.6036312083382436,0.5019744682461131,NOT_STABLE
