state_dna_macro,next_state,anchor_market_state,next_market_state,event_group,next_event_group,count,state_total,transition_pct
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,44,1078,0.04081632653061224
state=NORMAL_FLOW|energy=LOW|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=LOW_RANGE|energy=LOW|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,NORMAL_FLOW,LOW_RANGE,BREAKOUT,BREAKOUT,41,1017,0.04031465093411996
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,66,1659,0.039783001808318265
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,52,1315,0.03954372623574144
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,33,842,0.039192399049881234
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,47,1203,0.03906899418121363
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=EXPANSION|energy=HIGH|align=FULL/DOWN|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,EXPANSION,FALSE_BREAK,BREAKOUT,36,928,0.03879310344827586
state=NORMAL_FLOW|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,79,2047,0.03859306301905227
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,45,1169,0.03849443969204448
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,53,1382,0.03835021707670044
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,63,1659,0.0379746835443038
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,60,1580,0.0379746835443038
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,35,928,0.03771551724137931
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,44,1169,0.037639007698887936
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,59,1580,0.03734177215189873
state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,32,858,0.037296037296037296
state=NORMAL_FLOW|energy=MEDIUM|align=FULL/DOWN|level=AT_SUPPORT|event=BREAKOUT,state=ACCEPTED_BREAKOUT|energy=HIGH|align=FULL/DOWN|level=AT_SUPPORT|event=BREAKOUT,NORMAL_FLOW,ACCEPTED_BREAKOUT,BREAKOUT,BREAKOUT,48,1304,0.03680981595092025
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,70,1910,0.03664921465968586
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=ACCEPTED_BREAKOUT|energy=HIGH|align=FULL/DOWN|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,ACCEPTED_BREAKOUT,FALSE_BREAK,BREAKOUT,34,928,0.036637931034482756
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=HIGH|align=FULL/DOWN|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,30,823,0.03645200486026731
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,50,1382,0.0361794500723589
state=ACCEPTED_BREAKOUT|energy=HIGH|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=ACCEPTED_BREAKOUT|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,ACCEPTED_BREAKOUT,ACCEPTED_BREAKOUT,BREAKOUT,BREAKOUT,31,866,0.03579676674364896
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,43,1203,0.03574397339983375
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,48,1353,0.03547671840354767
state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=BREAKOUT,state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=BREAKOUT,NORMAL_FLOW,NORMAL_FLOW,BREAKOUT,BREAKOUT,30,858,0.03496503496503497
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,58,1659,0.03496081977094635
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=ACCEPTED_BREAKOUT|energy=HIGH|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,ACCEPTED_BREAKOUT,FALSE_BREAK,BREAKOUT,38,1087,0.034958601655933765
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,43,1235,0.034817813765182185
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,state=NORMAL_FLOW|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,NORMAL_FLOW,NORMAL_FLOW,BREAKOUT,BREAKOUT,49,1412,0.034702549575070823
state=NORMAL_FLOW|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=LOW_RANGE|energy=LOW|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,NORMAL_FLOW,LOW_RANGE,BREAKOUT,BREAKOUT,71,2047,0.034684904738641914
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,37,1087,0.03403863845446182
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,46,1353,0.03399852180339985
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,36,1078,0.03339517625231911
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,46,1382,0.03328509406657019
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,46,1382,0.03328509406657019
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,41,1235,0.03319838056680162
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,55,1659,0.033152501506931886
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,52,1580,0.03291139240506329
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,46,1412,0.032577903682719546
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,44,1353,0.032520325203252036
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,state=NORMAL_FLOW|energy=HIGH|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,NORMAL_FLOW,NORMAL_FLOW,BREAKOUT,BREAKOUT,39,1203,0.032418952618453865
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=EXPANSION|energy=HIGH|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,EXPANSION,FALSE_BREAK,BREAKOUT,35,1087,0.03219871205151794
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,42,1315,0.03193916349809886
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,44,1382,0.03183791606367583
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=NORMAL_FLOW|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,41,1304,0.03144171779141104
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,49,1580,0.0310126582278481
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,59,1910,0.030890052356020943
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=LOW|align=FULL/DOWN|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,33,1078,0.030612244897959183
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,40,1315,0.030418250950570342
state=NORMAL_FLOW|energy=HIGH|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=NEAR_RESISTANCE|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,31,1035,0.02995169082125604
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=NEAR_RESISTANCE|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,36,1203,0.029925187032418952
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,32,1078,0.029684601113172542
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,49,1659,0.029535864978902954
state=NORMAL_FLOW|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,60,2047,0.029311187103077674
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,36,1235,0.029149797570850202
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,36,1235,0.029149797570850202
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,38,1304,0.029141104294478526
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,state=NORMAL_FLOW|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,NORMAL_FLOW,NORMAL_FLOW,BREAKOUT,BREAKOUT,35,1203,0.029093931837073983
state=NORMAL_FLOW|energy=HIGH|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,30,1035,0.028985507246376812
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,38,1315,0.028897338403041824
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,38,1315,0.028897338403041824
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=FULL/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,31,1078,0.0287569573283859
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,state=NORMAL_FLOW|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=BREAKOUT,NORMAL_FLOW,NORMAL_FLOW,BREAKOUT,BREAKOUT,40,1412,0.028328611898016998
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,37,1315,0.028136882129277566
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,30,1078,0.027829313543599257
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,36,1304,0.027607361963190184
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,30,1087,0.027598896044158234
state=NORMAL_FLOW|energy=MEDIUM|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,state=NORMAL_FLOW|energy=HIGH|align=MIXED/UP|level=AT_RESISTANCE|event=BREAKOUT,NORMAL_FLOW,NORMAL_FLOW,BREAKOUT,BREAKOUT,38,1412,0.026912181303116147
state=NORMAL_FLOW|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/UP|level=AT_SUPPORT|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,55,2047,0.0268685881778212
state=NORMAL_FLOW|energy=MEDIUM|align=FULL/DOWN|level=AT_SUPPORT|event=BREAKOUT,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,NORMAL_FLOW,SWEEP_OR_FALSE_BREAK,BREAKOUT,FALSE_BREAK,35,1304,0.026840490797546013
state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_RESISTANCE|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|align=NONE/MIXED|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,35,1315,0.026615969581749048
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=FULL/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=LOW_RANGE|energy=LOW|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,LOW_RANGE,FALSE_BREAK,BREAKOUT,31,1169,0.026518391787852865
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/UP|level=AT_RESISTANCE|event=FALSE_BREAK,state=NORMAL_FLOW|energy=MEDIUM|align=FULL/UP|level=AT_RESISTANCE|event=BREAKOUT,SWEEP_OR_FALSE_BREAK,NORMAL_FLOW,FALSE_BREAK,BREAKOUT,50,1910,0.02617801047120419
state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=MIXED/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,state=SWEEP_OR_FALSE_BREAK|energy=LOW|align=FULL/DOWN|level=AT_SUPPORT|event=FALSE_BREAK,SWEEP_OR_FALSE_BREAK,SWEEP_OR_FALSE_BREAK,FALSE_BREAK,FALSE_BREAK,34,1304,0.02607361963190184
