event_name,hour,anchor_market_state,energy_bucket,mtf_alignment_bucket,mtf_bias,bars,avg_energy,avg_range_atr,continuation_h3,continuation_h6,pullback_0p50_h6,reach_1atr_h12,rr_tp,rr_sl,rr_edge
FALSE_BREAK,3,SWEEP_OR_FALSE_BREAK,MEDIUM,MIXED,UP,157,49.33959777031139,0.9203296306320359,0.42038216560509556,0.37579617834394907,0.8662420382165605,0.5222929936305732,0.20382165605095542,0.7898089171974523,-0.5859872611464969
FALSE_BREAK,9,SWEEP_OR_FALSE_BREAK,MEDIUM,NONE,MIXED,170,50.97201147762807,0.9128720446163416,0.40588235294117647,0.4235294117647059,0.9117647058823529,0.6529411764705882,0.19411764705882353,0.7823529411764706,-0.5882352941176471
FALSE_BREAK,0,SWEEP_OR_FALSE_BREAK,LOW,NONE,MIXED,205,30.116313233639012,0.7164146093750302,0.3951219512195122,0.32195121951219513,0.7902439024390244,0.37073170731707317,0.1951219512195122,0.7853658536585366,-0.5902439024390245
BREAKOUT,4,NORMAL_FLOW,MEDIUM,NONE,MIXED,150,50.377245167823034,0.966345309417569,0.32666666666666666,0.3,0.88,0.42,0.19333333333333333,0.7866666666666666,-0.5933333333333333
FALSE_BREAK,23,SWEEP_OR_FALSE_BREAK,MEDIUM,NONE,MIXED,136,47.47160559682152,0.923247237170624,0.38235294117647056,0.3382352941176471,0.8308823529411765,0.4264705882352941,0.19117647058823528,0.7941176470588235,-0.6029411764705882
BREAKOUT,14,NORMAL_FLOW,MEDIUM,NONE,MIXED,130,49.08166570349817,0.8976291559977242,0.3769230769230769,0.35384615384615387,0.8076923076923077,0.38461538461538464,0.18461538461538463,0.7923076923076923,-0.6076923076923076
FALSE_BREAK,12,SWEEP_OR_FALSE_BREAK,MEDIUM,MIXED,UP,125,46.89341279882765,0.8353096707604206,0.36,0.344,0.808,0.392,0.192,0.808,-0.6160000000000001
BREAKOUT,12,NORMAL_FLOW,MEDIUM,MIXED,UP,136,49.25069489017818,0.8544937933256547,0.34558823529411764,0.4411764705882353,0.7941176470588235,0.40441176470588236,0.18382352941176472,0.8088235294117647,-0.625
BREAKOUT,10,EXPANSION,EXTREME,NONE,MIXED,126,89.21286160814655,1.7157639069287314,0.30952380952380953,0.2698412698412698,0.9523809523809523,0.5,0.16666666666666666,0.8015873015873016,-0.634920634920635
FALSE_BREAK,5,SWEEP_OR_FALSE_BREAK,MEDIUM,MIXED,UP,157,48.52789082389077,0.9156352120436547,0.445859872611465,0.37579617834394907,0.8280254777070064,0.47770700636942676,0.17834394904458598,0.8152866242038217,-0.6369426751592357
BREAKOUT,11,NORMAL_FLOW,MEDIUM,NONE,MIXED,126,50.71942504427824,0.8247226780519368,0.30158730158730157,0.30952380952380953,0.8571428571428571,0.3412698412698413,0.1746031746031746,0.8174603174603174,-0.6428571428571428
BREAKOUT,7,NORMAL_FLOW,MEDIUM,NONE,MIXED,129,49.99600778746583,0.9336445822767289,0.29457364341085274,0.23255813953488372,0.8992248062015504,0.3488372093023256,0.17829457364341086,0.8217054263565892,-0.6434108527131783
BREAKOUT,11,EXPANSION,HIGH,NONE,MIXED,122,71.17305058070639,1.2399660626503002,0.32786885245901637,0.19672131147540983,0.8934426229508197,0.2786885245901639,0.1721311475409836,0.819672131147541,-0.6475409836065574
BREAKOUT,23,NORMAL_FLOW,MEDIUM,NONE,MIXED,139,50.22447624813107,0.953022342073464,0.2805755395683453,0.2805755395683453,0.8489208633093526,0.28776978417266186,0.16546762589928057,0.8273381294964028,-0.6618705035971223
FALSE_BREAK,17,SWEEP_OR_FALSE_BREAK,LOW,NONE,MIXED,129,28.694238137518155,0.7302279891044826,0.3333333333333333,0.35658914728682173,0.8449612403100775,0.5038759689922481,0.14728682170542637,0.8217054263565892,-0.6744186046511628
FALSE_BREAK,1,SWEEP_OR_FALSE_BREAK,LOW,NONE,MIXED,159,29.661971493620754,0.6873041459610258,0.4025157232704403,0.3333333333333333,0.8616352201257862,0.559748427672956,0.15723270440251572,0.8364779874213837,-0.679245283018868
BREAKOUT,6,NORMAL_FLOW,MEDIUM,NONE,MIXED,137,50.14894769912457,0.9524341833603062,0.24087591240875914,0.2846715328467153,0.9051094890510949,0.3722627737226277,0.15328467153284672,0.8394160583941606,-0.6861313868613138
BREAKOUT,5,NORMAL_FLOW,MEDIUM,NONE,MIXED,121,50.94461650439661,0.9494370744503353,0.2231404958677686,0.21487603305785125,0.8925619834710744,0.2809917355371901,0.10743801652892562,0.8925619834710744,-0.7851239669421488
BREAKOUT,13,NORMAL_FLOW,MEDIUM,NONE,MIXED,126,48.93981587691,0.8845167548999249,0.2619047619047619,0.29365079365079366,0.873015873015873,0.2857142857142857,0.09523809523809523,0.9047619047619048,-0.8095238095238095
